"통영","외국인","남자",2,3,0,7,5,42,3,38,0,17,1,16,0,13,7,15,0,16,8,40,0,9,0,3,0,1,0,2,1,1,1,1,2,0,4,26,2,6,4,1,0,1
"통영","외국인","여자",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,-,-,-,-,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"의정부","내국인","남자",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"의정부","내국인","여자",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"의정부","외국인","남자",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"의정부","외국인","여자",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"울산","내국인","남자",14,32,4,76,16,24,15,22,16,43,19,108,5,9,7,55,7,71,16,157,4,11,29,24,9,13,12,250,26,24,13,8,12,42,8,8,4,7,5,3,2,9
"울산","내국인","여자",2,3,0,2,0,6,1,0,1,1,2,2,1,3,2,0,4,2,6,5,0,1,2,2,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
"울산","외국인","남자",54,317,56,619,123,560,90,156,79,158,65,213,30,81,34,55,17,82,77,194,7,60,6,146,4,74,7,70,1,47,6,27,3,13,16,65,21,81,17,33,12,18
"울산","외국인","여자",3,0,1,4,4,2,8,7,8,15,7,2,0,0,1,1,0,0,2,2,-,-,0,1,0,1,1,1,1,0,0,1,2,1,0,1,0,3,0,0,0,0
"양양공항","내국인","남자",2,1,0,0,29,3,1,1,0,0,1,0,0,0,10,5,0,0,10,5,1,1,7,1,1,2,3,1,8,1,14,1,10,0,8,3,0,0,3,24,45,20
"양양공항","내국인","여자",0,1,3,2,19,3,1,0,1,0,0,0,0,0,11,3,0,0,11,4,1,2,7,9,2,0,9,2,4,0,11,0,4,0,4,1,0,0,5,18,31,16
"양양공항","외국인","남자",8,6,3,2,15,2,1,0,2,12,8,3,0,0,59,7,0,0,62,7,84,54,271,258,21,3,78,59,8,1,37,2,0,0,3,1,0,0,143,31,249,108
"양양공항","외국인","여자",10,10,6,7,7,5,0,0,0,1,2,1,0,0,59,7,0,0,64,7,74,44,164,206,5,12,70,46,2,1,29,2,3,2,2,6,0,0,71,20,57,12
"여수","내국인","남자",13,8,8,0,34,7,29,1,59,4,13,24,1,4,7,7,91,39,112,90,7,4,7,3,5,3,7,6,45,45,16,16,3,5,8,0,9,3,19,12,1,6
"여수","내국인","여자",1,1,0,1,1,0,1,0,1,0,11,24,2,1,2,0,2,0,6,1,-,-,-,-,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0
"여수","외국인","남자",61,50,72,108,36,122,18,35,42,44,25,37,16,30,29,15,18,12,74,51,13,14,2,7,12,259,11,1,14,4,7,8,9,13,8,6,7,40,4,24,10,8
"여수","외국인","여자",0,1,2,2,0,1,0,1,1,1,1,1,0,0,3,1,0,0,16,4,-,-,0,3,0,515,0,0,1,0,2,2,0,0,0,0,0,0,0,0,3,1
